record_id	configuration_path	classification	included_in_candidate	candidate_path	sha1	byte_size	linked_figure_or_analysis	evidence	notes
CFG-0085	configs/datasets/mouse_brain_refined7_balanced_clustered_sim.yaml	SUPPORTING	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/mouse_brain_refined7_balanced_clustered_sim.yaml	872f2bae58a1369a4e5b15cd511971b0738624ee	2093	supporting/legacy review	Task 4H classification	Base configuration supporting a formal derived scenario.
CFG-0086	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_ext_l56.yaml	UNRESOLVED	false		96dfcb8d997ceafae51b60ce73a52692b47d99d5	2120	supporting/legacy review	Task 4H classification	No frozen-manifest or formal-panel evidence establishes current formal use.
CFG-0087	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_ext_l56_scnoise10.yaml	UNRESOLVED	false		aac3d4d5c44e51e66580d9ba2a72f71bb20f8cb1	2130	supporting/legacy review	Task 4H classification	No frozen-manifest or formal-panel evidence establishes current formal use.
CFG-0088	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb.yaml	SUPPORTING	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb.yaml	8c3608d324e0add4d64801a121c70946e16b486e	2122	supporting/legacy review	Task 4H classification	Base configuration supporting a formal derived scenario.
CFG-0089	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56.yaml	c0b6942dc897c82398d2a99e96b2e94581858181	2307	supporting/legacy review	Task 4H classification	Direct formal configuration or formal scenario configuration.
CFG-0090	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise05.yaml	UNRESOLVED	false		64fbb853e50a0bc6de8b4d03d255d7758957a938	2317	supporting/legacy review	Task 4H classification	Not part of the frozen Fig. 1-5 formal experiment set.
CFG-0091	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10.yaml	1a063941e14efa921d3eb7086fab38b405699a51	2317	supporting/legacy review	Task 4H classification	Direct formal configuration or formal scenario configuration.
CFG-0092	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_ext_l56.yaml	UNRESOLVED	false		5f0a0be6f2ce9a1fbe42f6ddbb8b1136d7e2ccd8	2128	supporting/legacy review	Task 4H classification	No frozen-manifest or formal-panel evidence establishes current formal use.
CFG-0093	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_ext_l56_scnoise10.yaml	UNRESOLVED	false		210400331eba355a262bd03b2b1041b347e81926	2138	supporting/legacy review	Task 4H classification	No frozen-manifest or formal-panel evidence establishes current formal use.
CFG-0094	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb.yaml	SUPPORTING	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb.yaml	17157c3b755dcea1387e4386713865eb576b67fc	2130	supporting/legacy review	Task 4H classification	Base configuration supporting a formal derived scenario.
CFG-0095	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56.yaml	1fd69df2fa7f74c07ee5521fac63b424b408460f	2314	supporting/legacy review	Task 4H classification	Direct formal configuration or formal scenario configuration.
CFG-0096	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise05.yaml	UNRESOLVED	false		eb7c41d49233ce463704f1a9606d09c99540105c	2324	supporting/legacy review	Task 4H classification	Not part of the frozen Fig. 1-5 formal experiment set.
CFG-0097	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10.yaml	040f931f0a67680eaf44d6f78e645b2139632c91	2324	supporting/legacy review	Task 4H classification	Direct formal configuration or formal scenario configuration.
CFG-0098	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56.yaml	486143b0e9f47dbecce260268e4d370b99936b31	2278	Fig. 1C-D	frozen experiment manifest	Direct formal configuration or formal scenario configuration.
CFG-0099	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise05.yaml	UNRESOLVED	false		4b58be34ff27a55a2b7c1a4b7d597e4f2f1d617c	2288	supporting/legacy review	Task 4H classification	Not part of the frozen Fig. 1-5 formal experiment set.
CFG-0100	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10.yaml	2bb22274e12bd4acf06e3b3328903f9d680ccdbf	2288	supporting/legacy review	Task 4H classification	Direct formal configuration or formal scenario configuration.
CFG-0101	configs/datasets/mouse_brain_refined7_balanced_clustered_sim_scnoise10.yaml	UNRESOLVED	false		78c7c42f3f4fc30da9bbf44e73e172e21fca18ac	2103	supporting/legacy review	Task 4H classification	No frozen-manifest or formal-panel evidence establishes current formal use.
CFG-0102	configs/datasets/mouse_brain_refined8_balanced_real.yaml	UNRESOLVED	false		af24ca5ce7c54723b54f468f938c8a2521b9a8af	2003	supporting/legacy review	Task 4H classification	No frozen-manifest or formal-panel evidence establishes current formal use.
CFG-0103	configs/datasets/mouse_embryo_real.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/mouse_embryo_real.yaml	549b5a1c3bd584e1d23152c31732179b35c4fa4d	395	Fig. 2A-B/E	frozen experiment manifest	Direct formal configuration or formal scenario configuration.
CFG-0104	configs/datasets/mouse_embryo_real_sc_missing_endoderm_gut.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/mouse_embryo_real_sc_missing_endoderm_gut.yaml	c186eed5fedf2ead69ee12a28528afcd2c793927	663	Fig. 4F-G/I	frozen experiment manifest	Direct formal configuration or formal scenario configuration.
CFG-0105	configs/datasets/mouse_embryo_real_sc_missing_erythroid.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/mouse_embryo_real_sc_missing_erythroid.yaml	c186eed5fedf2ead69ee12a28528afcd2c793927	663	Fig. 4F-G/I	frozen experiment manifest	Direct formal configuration or formal scenario configuration.
CFG-0106	configs/datasets/real_brca7_candidate_stable_control.yaml	LEGACY_NOT_USED	false		742fd85f8140d6ef0a5ca0926708c3e83d126b8c	1996	supporting/legacy review	Task 4H classification	Not part of the frozen Fig. 1-5 formal experiment set.
CFG-0107	configs/datasets/real_brca7_candidate_stable_control_missing_epithelial_cells.yaml	LEGACY_NOT_USED	false		c10196e03f3771c17f5d8ba78eb741c3922dee2a	2021	supporting/legacy review	Task 4H classification	Not part of the frozen Fig. 1-5 formal experiment set.
CFG-0108	configs/datasets/real_brca7_candidate_stable_control_missing_epithelial_cells_pcs.yaml	LEGACY_NOT_USED	false		b6606bb0b774f7095c933ca7cc3cbdf28a1af42f	2025	supporting/legacy review	Task 4H classification	Not part of the frozen Fig. 1-5 formal experiment set.
CFG-0109	configs/datasets/real_brca7_candidate_stable_control_missing_epithelial_cells_pcs_scnoise10.yaml	LEGACY_NOT_USED	false		4cac58b97af76659559d03d48ad5c1137e04f1ee	2035	supporting/legacy review	Task 4H classification	Not part of the frozen Fig. 1-5 formal experiment set.
CFG-0110	configs/datasets/real_brca7_candidate_stable_control_missing_epithelial_cells_scnoise10.yaml	LEGACY_NOT_USED	false		1d3ed0b53ebb75413d3e12f5aef5e1c128ccc82c	2031	supporting/legacy review	Task 4H classification	Not part of the frozen Fig. 1-5 formal experiment set.
CFG-0111	configs/datasets/real_brca7_candidate_stable_control_scnoise10.yaml	LEGACY_NOT_USED	false		6e66e2107ef3f5ef8031327b74c7e1c8a8b2528f	2006	supporting/legacy review	Task 4H classification	Not part of the frozen Fig. 1-5 formal experiment set.
CFG-0112	configs/datasets/real_brca7_endothelial_marker_control.yaml	SUPPORTING	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/real_brca7_endothelial_marker_control.yaml	011771ce7f289ccfef6e15e070a64fbf07fc85c1	1995	supporting/legacy review	Task 4H classification	Base configuration supporting a formal derived scenario.
CFG-0113	configs/datasets/real_brca7_endothelial_marker_control_sc_missing_endothelial_cells.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/real_brca7_endothelial_marker_control_sc_missing_endothelial_cells.yaml	99aa9cd5b0038423450356ccd181ef6cbfb42071	2190	Fig. 1C-D	frozen experiment manifest	Direct formal configuration or formal scenario configuration.
CFG-0114	configs/datasets/real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise05.yaml	UNRESOLVED	false		75abc2f21b83352f24755864c64782ec54ab3f70	2200	supporting/legacy review	Task 4H classification	Not part of the frozen Fig. 1-5 formal experiment set.
CFG-0115	configs/datasets/real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise10.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise10.yaml	508952bb70fb4a43d195349a1709f6af3879ff50	2200	supporting/legacy review	Task 4H classification	Direct formal configuration or formal scenario configuration.
CFG-0116	configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells.yaml	SUPPORTING	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells.yaml	676007697010e2ce998312247307df4b40c6a2e4	2012	supporting/legacy review	Task 4H classification	Base configuration supporting a formal derived scenario.
CFG-0117	configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_base.yaml	LEGACY_NOT_USED	false		3f0cb9e81db66470cfcfe5091bc3862f46c73b65	2020	supporting/legacy review	Task 4H classification	Not part of the frozen Fig. 1-5 formal experiment set.
CFG-0118	configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_pcs.yaml	SUPPORTING	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_pcs.yaml	0346bc000a447bd4a33053b2bf137c91f1e73666	2052	supporting/legacy review	Task 4H classification	Base configuration supporting a formal derived scenario.
CFG-0119	configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_pcs_base.yaml	LEGACY_NOT_USED	false		cb6c9d05d01a2d59d0869e392ef284a5d9fc3609	2024	supporting/legacy review	Task 4H classification	Not part of the frozen Fig. 1-5 formal experiment set.
CFG-0120	configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells.yaml	0c9a0f648c8311e5d95fda95f62996541b363ff1	2247	supporting/legacy review	Task 4H classification	Direct formal configuration or formal scenario configuration.
CFG-0121	configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise05.yaml	UNRESOLVED	false		62a4eea764c89dc2fb3db19f3f49429e4f05594b	2263	supporting/legacy review	Task 4H classification	Not part of the frozen Fig. 1-5 formal experiment set.
CFG-0122	configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10.yaml	c484f043f91ebdd21f74f3bce55fc814d4b5ab1b	2263	supporting/legacy review	Task 4H classification	Direct formal configuration or formal scenario configuration.
CFG-0123	configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells.yaml	903b4c6007d97f76d09017e1e35ce3ddbcc4e8d2	2207	supporting/legacy review	Task 4H classification	Direct formal configuration or formal scenario configuration.
CFG-0124	configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise05.yaml	UNRESOLVED	false		c7515d239135b5819a9a4aca19a60badaa2d8ef5	2217	supporting/legacy review	Task 4H classification	Not part of the frozen Fig. 1-5 formal experiment set.
CFG-0125	configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10.yaml	c498a08e828a3dd8204fd32f542bc16d40d703e5	2217	supporting/legacy review	Task 4H classification	Direct formal configuration or formal scenario configuration.
CFG-0126	configs/environment.yml	FORMAL	false		d65399a7c6df42508eab5b339a0215605d4e5950	2632	supporting/legacy review	Task 4H classification	Inventoried under formal environments.
CFG-0127	configs/fig3b_highres_profile_mask_enrichment.json	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/fig3b_highres_profile_mask_enrichment.json	8faa3c87173903eaf3740de95922af42f3a09b41	615	supporting/legacy review	Task 4H classification	Direct formal configuration or formal scenario configuration.
CFG-0128	configs/highres_targeted_validation_fig2c.json	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/highres_targeted_validation_fig2c.json	63a77086b9429b0ebeb899a032ebbef57914e514	378	supporting/legacy review	Task 4H classification	Direct formal configuration or formal scenario configuration.
CFG-0129	configs/highres_targeted_validation_fig2d.csv	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/configs/highres_targeted_validation_fig2d.csv	6f7b60856d847ca7d64e32671d36f8e46952b4fd	1673	supporting/legacy review	Task 4H classification	Direct formal configuration or formal scenario configuration.
CFG-0130	configs/pipeline_presets.yaml	SUPPORTING	true	reproducibility_release/release_candidate_v1.0/configs/configs/pipeline_presets.yaml	dc1dcd2fe4065a70d9bbc8dbb039f80a080e590e	116	supporting/legacy review	Task 4H classification	Necessary project-level supporting configuration/template.
CFG-0131	configs/project_config.local.yaml.example	SUPPORTING	true	reproducibility_release/release_candidate_v1.0/configs/configs/project_config.local.yaml.example	26aff7f49618d7d7570c0c31e4cdd3c356519338	383	supporting/legacy review	Task 4H classification	Necessary project-level supporting configuration/template.
CFG-0132	configs/project_config.yaml	UNRESOLVED	false		bf3cc5c62f2c9ac5f30de4000ce703b1bf9de9b3	1795	supporting/legacy review	Task 4H classification	No frozen-manifest or formal-panel evidence establishes current formal use.
CFG-0133	visualizations/bioapp_experiment/bioapp_phase7_svtuner_aware_execution_against_frozen_cta_immune_endpoint/bioapp_phase7_stage3b_dataset_config.yaml	FORMAL	true	reproducibility_release/release_candidate_v1.0/configs/visualizations/bioapp_experiment/bioapp_phase7_svtuner_aware_execution_against_frozen_cta_immune_endpoint/bioapp_phase7_stage3b_dataset_config.yaml	785f34ac0607e3c78cb81a20ddb92eec8a372a63	642	supporting/legacy review	Task 4H classification	Direct formal configuration or formal scenario configuration.
