record_id	coverage_group	source_path	candidate_path	formal_role	generator	row_count	byte_size	sha1	coverage_status	redistribution_class	notes
SV-0055	Fig. 3 high-resolution results	visualizations/highres_targeted_validation_fig2c/targeted_fig2c_monocytes_and_macrophages_ecotyper_monocytes_and_macrophages_ce9_humancoloncancerpatient1_baseline_highres_curve.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0055_targeted_fig2c_monocytes_and_macrophages_ecotyper_monocytes_and_macrophages_ce9_humancoloncancerpatient1_baseline_highres_curve.csv	representative high-resolution curve values	scripts/run_highres_targeted_validation_fig2c.py	550	29345	3ade5ae9afbfd4eacaec06b4e839945129cde7d4	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0056	Fig. 3 high-resolution results	visualizations/highres_targeted_validation_fig2c/targeted_fig2c_monocytes_and_macrophages_ecotyper_monocytes_and_macrophages_ce9_humancoloncancerpatient1_route2_highres_curve.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0056_targeted_fig2c_monocytes_and_macrophages_ecotyper_monocytes_and_macrophages_ce9_humancoloncancerpatient1_route2_highres_curve.csv	representative high-resolution curve values	scripts/run_highres_targeted_validation_fig2c.py	550	29552	4342846b05d35557fc6b0d6b501e8d4f97fcea86	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0057	Fig. 3 T-cell state-decoy results	visualizations/cytospace_fig2k_tcell_states_stage3_decoy/fig2k_stage3_detected_state_decoy_baseline_vs_route2_source_values.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0057_fig2k_stage3_detected_state_decoy_baseline_vs_route2_source_values.csv	T-cell state-decoy source values	scripts/plot_cytospace_fig2k_mapping_with_route2.py	46	4940	d01d5ad4dbf30354fc54bffd583fb32636206f36	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0058	Fig. 3 T-cell state-decoy results	visualizations/cytospace_fig2k_tcell_states_stage3_decoy/fig2k_stage3_detected_state_decoy_baseline_vs_route2_manifest.json	reproducibility_release/release_candidate_v1.0/source_values/SV-0058_fig2k_stage3_detected_state_decoy_baseline_vs_route2_manifest.json	T-cell state-decoy manifest	scripts/plot_cytospace_fig2k_mapping_with_route2.py		676	cd0c78f5b6513b60f3341a9fa4e357a45359e992	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0059	Fig. 3 kidney state-decoy results	visualizations/cytospace_fig2i_mouse_kidney_stage3_unsupported_decoy_sensitivity/fig2i_decoy_sensitivity_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0059_fig2i_decoy_sensitivity_summary.csv	kidney state-decoy source values	scripts/plot_cytospace_fig2i_forced_unsupported.py	1	385	e0b36ffc1145fe6fd9bc619cda9088e3e4f57284	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0060	Fig. 3 kidney state-decoy results	visualizations/cytospace_fig2i_mouse_kidney_stage3_unsupported_decoy_sensitivity/fig2i_stage3_detected_state32like_n1000_baseline_vs_route2_source_values.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0060_fig2i_stage3_detected_state32like_n1000_baseline_vs_route2_source_values.csv	kidney state-decoy source values	scripts/plot_cytospace_fig2i_forced_unsupported.py	56	6759	bef2efa331d77bc0a7f3b164df44b5c0d7474970	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0061	Fig. 4 reference-dropout results	visualizations/stage3b_realdata_candidate_scan/panel_a_blank_composition/stage3b_reference_dropout_panel_a_blank_region_composition_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0061_stage3b_reference_dropout_panel_a_blank_region_composition_summary.csv	real reference-dropout source values	scripts/plot_stage3b_reference_dropout_spatial_stack.py	12	1232	b9a18ee0683faf32db7228c2fc1f84af9877c32d	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0062	Fig. 4 reference-dropout results	visualizations/stage3b_realdata_candidate_scan/panel_a_violin/stage3b_reference_dropout_panel_a_marker_percentile_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0062_stage3b_reference_dropout_panel_a_marker_percentile_summary.csv	real reference-dropout source values	scripts/plot_stage3b_reference_dropout_spatial_stack.py	2	265	29cb76acd4e7f609d183b7dac1227303728d7e74	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0063	Fig. 4 reference-dropout results	visualizations/stage3b_realdata_candidate_scan/panel_a_violin/stage3b_reference_dropout_panel_a_marker_percentile_values.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0063_stage3b_reference_dropout_panel_a_marker_percentile_values.csv	real reference-dropout source values	scripts/plot_stage3b_reference_dropout_spatial_stack.py	5919	428447	5be69dd3f6f623fd7fff218a4e2ee9d61dd5602d	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0064	Fig. 4 reference-dropout results	visualizations/stage3b_realdata_candidate_scan/panel_a_violin/stage3b_reference_dropout_panel_a_scene_median_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0064_stage3b_reference_dropout_panel_a_scene_median_summary.csv	real reference-dropout source values	scripts/plot_stage3b_reference_dropout_spatial_stack.py	12	1715	dfdff16ef908d3f80e8a5d203bf464a61579ead3	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0065	Fig. 4 reference-dropout results	visualizations/stage3b_realdata_candidate_scan/spatial_9x2/stage3b_reference_dropout_spatial_stack_recommended_6x2_manifest.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0065_stage3b_reference_dropout_spatial_stack_recommended_6x2_manifest.csv	real reference-dropout source values	scripts/plot_stage3b_reference_dropout_spatial_stack.py	6	2661	517a298488931d1cb28063ebd0841252fe300ae7	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0066	Fig. 4 reference-dropout results	visualizations/stage3b_realdata_candidate_scan/spatial_9x2/stage3b_reference_dropout_spatial_stack_recommended_6x2_metadata.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0066_stage3b_reference_dropout_spatial_stack_recommended_6x2_metadata.csv	real reference-dropout source values	scripts/plot_stage3b_reference_dropout_spatial_stack.py	6	3098	f861bff393c6bdcc7e7cb7eea5fc89255b2c1a64	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0067	Fig. 4 reference-dropout results	visualizations/stage3b_realdata_candidate_scan/stage3b_reference_dropout_13_full_matrix_validation.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0067_stage3b_reference_dropout_13_full_matrix_validation.csv	real reference-dropout source values	scripts/plot_stage3b_reference_dropout_spatial_stack.py	13	5257	58d0878c20c47b0f04a0dc98f529761a8549c7e5	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0068	Fig. 4 reference-dropout results	visualizations/stage3b_realdata_candidate_scan/stage3b_reference_dropout_causal_negative_control_screen.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0068_stage3b_reference_dropout_causal_negative_control_screen.csv	real reference-dropout source values	scripts/plot_stage3b_reference_dropout_spatial_stack.py	13	4789	ecb7dd482be639c2fb69f0a5cb3fd8173487a905	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0069	Fig. 4 reference-dropout results	visualizations/stage3b_realdata_candidate_scan/stage3b_threshold_robustness/stage3b_threshold_robustness_detail.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0069_stage3b_threshold_robustness_detail.csv	real reference-dropout source values	scripts/plot_stage3b_reference_dropout_spatial_stack.py	24	4581	55640c1aac60c174083c349bca8644b61d7345d3	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0070	Fig. 4 reference-dropout results	visualizations/stage3b_realdata_candidate_scan/stage3b_threshold_robustness/stage3b_threshold_robustness_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0070_stage3b_threshold_robustness_summary.csv	real reference-dropout source values	scripts/plot_stage3b_reference_dropout_spatial_stack.py	4	668	4dc641a9f05638971cfb565abcc456535ce95bcd	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0071	Fig. 4 thalamic case	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_abstention_aware_region_accuracy.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0071_cell2location_ST8059051_thalamic_excitatory_abstention_aware_region_accuracy.csv	thalamic abstention-aware reference-relative values	scripts/plot_cell2location_abstention_aware_region_accuracy.py	2	402	2c4cda4ac31abb76adf19cdae571a1e20f5788bd	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0072	Fig. 4 thalamic case	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_abstention_aware_region_accuracy_regions.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0072_cell2location_ST8059051_thalamic_excitatory_abstention_aware_region_accuracy_regions.csv	thalamic abstention-aware reference-relative values	scripts/plot_cell2location_abstention_aware_region_accuracy.py	1290	102277	2d3b616d657db4b09ba1ec9e7441b08ca14e196e	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0073	Fig. 4 thalamic case	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_abstention_aware_region_accuracy_spots.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0073_cell2location_ST8059051_thalamic_excitatory_abstention_aware_region_accuracy_spots.csv	thalamic abstention-aware reference-relative values	scripts/plot_cell2location_abstention_aware_region_accuracy.py	2580	290736	1fe5872eeed2a6e338206e8b0aa3858cae43d6e7	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0074	Fig. 4 thalamic case	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_baseline_forced_assignment_region.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0074_cell2location_ST8059051_thalamic_excitatory_baseline_forced_assignment_region.csv	thalamic abstention-aware reference-relative values	scripts/plot_cell2location_abstention_aware_region_accuracy.py	2409	194525	3fc7df84e9dcb7e322943496ad379e872d0785b2	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0075	Fig. 4 thalamic case	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_baseline_forced_assignment_region_composition.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0075_cell2location_ST8059051_thalamic_excitatory_baseline_forced_assignment_region_composition.csv	thalamic abstention-aware reference-relative values	scripts/plot_cell2location_abstention_aware_region_accuracy.py	6	261	66848c519f400b6a865e41eedd619260508f0e53	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0076	Fig. 4 thalamic case	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_forced_assignment_composition.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0076_cell2location_ST8059051_thalamic_excitatory_forced_assignment_composition.csv	thalamic abstention-aware reference-relative values	scripts/plot_cell2location_abstention_aware_region_accuracy.py	6	254	1d3dda75219fc2e4e3d6d7300824988bf3782835	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0077	Fig. 4 thalamic case	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_marker_region.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0077_cell2location_ST8059051_thalamic_excitatory_marker_region.csv	thalamic abstention-aware reference-relative values	scripts/plot_cell2location_abstention_aware_region_accuracy.py	2409	128599	e4e36b7b83c07c48ae57e4aa96933afe0efdb418	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0078	Fig. 4 thalamic case	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_stage3b_miss_diagnostics_groups.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0078_cell2location_ST8059051_thalamic_excitatory_stage3b_miss_diagnostics_groups.csv	thalamic abstention-aware reference-relative values	scripts/plot_cell2location_abstention_aware_region_accuracy.py	4	516	23e604a667a00a1663372963d1d7607d88b0c8fb	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0079	Fig. 4 thalamic case	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_stage3b_miss_diagnostics_spots.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0079_cell2location_ST8059051_thalamic_excitatory_stage3b_miss_diagnostics_spots.csv	thalamic abstention-aware reference-relative values	scripts/plot_cell2location_abstention_aware_region_accuracy.py	2409	382958	8661fb5bd71d043e2640b1d3bbe6928c668d8ffa	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0080	Fig. 4 thalamic case	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_abstention_aware_region_accuracy_summary.json	reproducibility_release/release_candidate_v1.0/source_values/SV-0080_cell2location_ST8059051_thalamic_excitatory_abstention_aware_region_accuracy_summary.json	thalamic case summary	scripts/plot_cell2location_abstention_aware_region_accuracy.py		2083	a123fc13d1fe44332fe90fa2778e943e9db14eb8	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0081	Fig. 4 thalamic case	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_baseline_forced_assignment_region_summary.json	reproducibility_release/release_candidate_v1.0/source_values/SV-0081_cell2location_ST8059051_thalamic_excitatory_baseline_forced_assignment_region_summary.json	thalamic case summary	scripts/plot_cell2location_abstention_aware_region_accuracy.py		1585	8246685a75410791f19ff2028ec695d87e7ffa43	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0082	Fig. 4 thalamic case	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_forced_assignment_composition_summary.json	reproducibility_release/release_candidate_v1.0/source_values/SV-0082_cell2location_ST8059051_thalamic_excitatory_forced_assignment_composition_summary.json	thalamic case summary	scripts/plot_cell2location_abstention_aware_region_accuracy.py		1263	d70beefc9f08b8169232897ee322342ef613be0c	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0083	Fig. 4 thalamic case	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_marker_region_summary.json	reproducibility_release/release_candidate_v1.0/source_values/SV-0083_cell2location_ST8059051_thalamic_excitatory_marker_region_summary.json	thalamic case summary	scripts/plot_cell2location_abstention_aware_region_accuracy.py		1199	2736e58eaca16494ad8fef5417a442243122dc03	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0084	Fig. 4 thalamic case	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_stage3b_miss_diagnostics_summary.json	reproducibility_release/release_candidate_v1.0/source_values/SV-0084_cell2location_ST8059051_thalamic_excitatory_stage3b_miss_diagnostics_summary.json	thalamic case summary	scripts/plot_cell2location_abstention_aware_region_accuracy.py		764	7f109465436f610ce2ddcb3fe9c61c6434811e90	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0085	Fig. 4 forced-surrogate and expression-similarity matrices	visualizations/stage3b_reference_missing_stress/cell2location_reference_missing_multitarget_panels_bc_cytospace_forced_assignment.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0085_cell2location_reference_missing_multitarget_panels_bc_cytospace_forced_assignment.csv	forced-surrogate and expression-similarity source values	scripts/plot_stage3b_reference_missing_cell2location_panels_bc.py	7	1025	2e407b28e0675be4305712d9d336d65f283de81d	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0086	Fig. 4 forced-surrogate and expression-similarity matrices	visualizations/stage3b_reference_missing_stress/cell2location_reference_missing_multitarget_panels_bc_expression_similarity.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0086_cell2location_reference_missing_multitarget_panels_bc_expression_similarity.csv	forced-surrogate and expression-similarity source values	scripts/plot_stage3b_reference_missing_cell2location_panels_bc.py	7	1008	e2554e999d8f6e975d58ba439a4a60a61c4b2282	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0087	Fig. 4 forced-surrogate and expression-similarity matrices	visualizations/stage3b_reference_missing_stress/cell2location_reference_missing_multitarget_panels_bc_target_region_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0087_cell2location_reference_missing_multitarget_panels_bc_target_region_summary.csv	forced-surrogate and expression-similarity source values	scripts/plot_stage3b_reference_missing_cell2location_panels_bc.py	7	1159	f6f63f1a337be2137fcf59d79c68cc055dc4344a	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0088	Fig. 4 forced-surrogate and expression-similarity matrices	visualizations/stage3b_reference_missing_stress/cell2location_thalamic_top15_reference_missing_panels_bc_cytospace_forced_assignment.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0088_cell2location_thalamic_top15_reference_missing_panels_bc_cytospace_forced_assignment.csv	forced-surrogate and expression-similarity source values	scripts/plot_stage3b_reference_missing_cell2location_panels_bc.py	1	224	e7474f021729084ba0e706890a5088d50f43a5c5	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0089	Fig. 4 forced-surrogate and expression-similarity matrices	visualizations/stage3b_reference_missing_stress/cell2location_thalamic_top15_reference_missing_panels_bc_expression_similarity.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0089_cell2location_thalamic_top15_reference_missing_panels_bc_expression_similarity.csv	forced-surrogate and expression-similarity source values	scripts/plot_stage3b_reference_missing_cell2location_panels_bc.py	1	243	698b52a0d67255ea244c704b222f2eb065857d18	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0090	Fig. 4 forced-surrogate and expression-similarity matrices	visualizations/stage3b_reference_missing_stress/cell2location_thalamic_top15_reference_missing_panels_bc_forced_assignment_composition_source.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0090_cell2location_thalamic_top15_reference_missing_panels_bc_forced_assignment_composition_source.csv	forced-surrogate and expression-similarity source values	scripts/plot_stage3b_reference_missing_cell2location_panels_bc.py	6	254	1d3dda75219fc2e4e3d6d7300824988bf3782835	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0091	Fig. 4 KITLG-KIT analysis	visualizations/stage3b_false_spatial_niche/candidate_validation/brca_her2_plasma/cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_plasma_cells_coupling_matrices.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0091_cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_plasma_cells_coupling_matrices.csv	reference-relative coupling matrices and summaries	scripts/plot_stage3b_false_spatial_niche_compact.py	576	31404	7cd3616623edc4e2be09df4f8cd980af3117ab78	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0092	Fig. 4 KITLG-KIT analysis	visualizations/stage3b_false_spatial_niche/candidate_validation/brca_her2_plasma/cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_plasma_cells_pair_statistics.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0092_cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_plasma_cells_pair_statistics.csv	reference-relative coupling matrices and summaries	scripts/plot_stage3b_false_spatial_niche_compact.py	288	24651	f50c8b9e27ef8c0b0a01e6c25b4654aba93949a3	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0093	Fig. 4 KITLG-KIT analysis	visualizations/stage3b_false_spatial_niche/candidate_validation/brca_her2_plasma/cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_plasma_cells_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0093_cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_plasma_cells_summary.csv	reference-relative coupling matrices and summaries	scripts/plot_stage3b_false_spatial_niche_compact.py	1	490	f0adf4a071638dc2bfd0c3b640aae65756a77bd5	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0094	Fig. 4 KITLG-KIT analysis	visualizations/stage3b_communication_validation/brca_her2_ffpe_plasma/strict_reference_style/panel_a_spatialdm_fig2c_pathway_dotplot_values.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0094_panel_a_spatialdm_fig2c_pathway_dotplot_values.csv	local ligand-receptor hotspot and ligand-target source values	scripts/plot_stage3b_communication_strict_reference_style.py	6	273	2cf30b8fdc9a4fdb11b5b89c7665136002a0e638	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0095	Fig. 4 KITLG-KIT analysis	visualizations/stage3b_communication_validation/brca_her2_ffpe_plasma/strict_reference_style/panel_b_spatialdm_fig3f_hotspot_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0095_panel_b_spatialdm_fig3f_hotspot_summary.csv	local ligand-receptor hotspot and ligand-target source values	scripts/plot_stage3b_communication_strict_reference_style.py	1	394	29a2fc307d081da91cd4907c63396e0fd553ade6	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0096	Fig. 4 KITLG-KIT analysis	visualizations/stage3b_communication_validation/brca_her2_ffpe_plasma/strict_reference_style/panel_c_ligand_annotations.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0096_panel_c_ligand_annotations.csv	local ligand-receptor hotspot and ligand-target source values	scripts/plot_stage3b_communication_strict_reference_style.py	14	943	0d98a0ff77878d47564dc3ff0ff0b39cdf7a2152	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0097	Fig. 4 KITLG-KIT analysis	visualizations/stage3b_communication_validation/brca_her2_ffpe_plasma/strict_reference_style/panel_c_renoir_fig4gh_ligand_score.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0097_panel_c_renoir_fig4gh_ligand_score.csv	local ligand-receptor hotspot and ligand-target source values	scripts/plot_stage3b_communication_strict_reference_style.py	14	367	e0d25eea8864c7aa48301cab877bfe6a0513c235	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0098	Fig. 4 KITLG-KIT analysis	visualizations/stage3b_communication_validation/brca_her2_ffpe_plasma/strict_reference_style/panel_c_renoir_fig4gh_ligand_target_matrix.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0098_panel_c_renoir_fig4gh_ligand_target_matrix.csv	local ligand-receptor hotspot and ligand-target source values	scripts/plot_stage3b_communication_strict_reference_style.py	14	4777	5e3cbacf843f31c2f905521acffeb8157c347345	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0099	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/endpoint_eligibility_qc.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0099_endpoint_eligibility_qc.csv	frozen CTA endpoint and composition values	scripts/run_bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping.py	3	703	330f3e9d6dd52d6e48e6185fb9eaa98a98c4080c	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0100	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/manifest.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0100_manifest.csv	frozen CTA endpoint and composition values	scripts/run_bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping.py	49	8427	216d59b9f5cb3601a6f140f3f149d66bf7870057	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0101	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/spot_level_CTA_composition.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0101_spot_level_CTA_composition.csv	frozen CTA endpoint and composition values	scripts/run_bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping.py	2248	284648	e390bfc0977478dc4bb755f8dcff0a6d9a485659	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0102	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/spot_level_endpoint_freeze.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0102_spot_level_endpoint_freeze.csv	frozen CTA endpoint and composition values	scripts/run_bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping.py	2248	395993	6a53857e4ab06be0aa1b54b0a6e7985393012c09	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0103	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/bioapp_phase2c_endpoint_freeze_summary.json	reproducibility_release/release_candidate_v1.0/source_values/SV-0103_bioapp_phase2c_endpoint_freeze_summary.json	frozen CTA endpoint definitions and guardrails	scripts/run_bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping.py		3422	4b1e6c26a037d3f37905191a8a2e7a86803b4354	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
