file_path,file_type,matched_terms,likely_registration_file,contains_transform_matrix,contains_keypoints,contains_xenium_visium_reference,contains_he_reference,usable_for_recovery,notes
visualizations/bioapp_figure_v2_6_frozen_spot_coordinate_provenance_audit/bioapp_v2_6_coordinate_provenance_summary.json,.json,Visium|registered|registration|scale|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_figure_v2_6_frozen_spot_coordinate_provenance_audit/bioapp_v2_6_coordinate_recovery_decision.md,.md,H&E|HE|Visium|affine|registered|registration|scale|transform,True,True,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_figure_v2_6_frozen_spot_coordinate_provenance_audit/bioapp_v2_6_first_coordinate_source_report.md,.md,H&E|HE|Visium|registered|transform,True,True,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_figure_v2_6_frozen_spot_coordinate_provenance_audit/bioapp_v2_6_registration_file_search_report.csv,.csv,registration,True,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_figure_v2_6_frozen_spot_coordinate_provenance_audit/README.md,.md,H&E|Visium|registered|registration|transform,True,True,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_local_new_folder_inventory/new_folder_inventory_report.txt,.txt,H&E|HE|Visium|alignment,False,False,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_main_figure_layout_only_spatial_visualization/fig_bioapp_layout_report.md,.md,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_main_figure_layout_only_spatial_visualization/fig_bioapp_main_panel_A_design_schematic.pdf,.pdf,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_main_figure_layout_only_spatial_visualization/fig_bioapp_main_panel_A_design_schematic.svg,.svg,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_main_figure_layout_only_spatial_visualization/fig_bioapp_palette.json,.json,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_main_figure_v2_tissue_overlay_refinement/fig_bioapp_tissue_alignment_report.json,.json,alignment|scale,False,False,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_main_figure_v2_tissue_overlay_refinement/fig_bioapp_tissue_image_search_report.json,.json,HE|Visium|alignment|scale,False,False,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_main_figure_v2_tissue_overlay_refinement/fig_bioapp_v2_layout_report.md,.md,HE|alignment,False,False,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase0r_candidate_reranking_after_janesick_mapping_stop/bioapp_phase0r_golden_rules_v2_1_check_schema.json,.json,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase0r_candidate_reranking_after_janesick_mapping_stop/bioapp_phase0r_golden_rules_v2_1_update.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase0r_candidate_reranking_after_janesick_mapping_stop/bioapp_phase0r_janesick_retirement_record.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase0r_candidate_reranking_after_janesick_mapping_stop/bioapp_phase0r_janesick_status_update.json,.json,Visium|Xenium,False,False,False,True,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase0r_candidate_reranking_after_janesick_mapping_stop/bioapp_phase0r_readme.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase0r_candidate_reranking_after_janesick_mapping_stop/bioapp_phase0r_recommendation_report.txt,.txt,HE|Visium|alignment,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase0r_candidate_reranking_after_janesick_mapping_stop/bioapp_phase0r_summary.json,.json,HE|Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase0_external_endpoint_admission/bioapp_phase0_endpoint_admission_report.txt,.txt,HE|Visium|Xenium|registration,True,False,False,True,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase0_external_endpoint_admission/bioapp_phase0_golden_rules_check.json,.json,HE|Visium|Xenium|registered,False,False,False,True,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase0_external_endpoint_admission/bioapp_phase0_readme.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase0_external_endpoint_admission/bioapp_phase0_summary.json,.json,HE|Visium|Xenium,False,False,False,True,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_janesick_feasibility_and_prior_risk_gate/bioapp_phase1_decision.txt,.txt,Visium|Xenium|registration,True,False,False,True,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_janesick_feasibility_and_prior_risk_gate/bioapp_phase1_endpoint_feasibility_report.txt,.txt,HE|Visium|Xenium|registration|transform,True,True,False,True,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_janesick_feasibility_and_prior_risk_gate/bioapp_phase1_golden_rules_check.json,.json,HE|Visium|registration,True,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_janesick_feasibility_and_prior_risk_gate/bioapp_phase1_mapping_feasibility_report.txt,.txt,HE|Visium|Xenium|matrix,False,True,False,True,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_janesick_feasibility_and_prior_risk_gate/bioapp_phase1_prior_risk_gate_report.txt,.txt,HE|Xenium|registration|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_janesick_feasibility_and_prior_risk_gate/bioapp_phase1_readme.txt,.txt,registration,True,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_janesick_feasibility_and_prior_risk_gate/bioapp_phase1_sample_matching_report.txt,.txt,HE|Visium|Xenium|registration,True,False,False,True,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_janesick_feasibility_and_prior_risk_gate/bioapp_phase1_summary.json,.json,HE|Visium|Xenium|registration,True,False,False,True,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_pathology_endpoint_and_mapping_feasibility_gate/bioapp_phase1_endpoint_independence_audit_report.txt,.txt,H&E|HE|Visium,False,False,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_pathology_endpoint_and_mapping_feasibility_gate/bioapp_phase1_endpoint_spatial_registration_report.txt,.txt,HE|Visium|registration,True,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_pathology_endpoint_and_mapping_feasibility_gate/bioapp_phase1_formal_mapping_feasibility_report.txt,.txt,HE|Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_pathology_endpoint_and_mapping_feasibility_gate/bioapp_phase1_golden_rules_v2_1_check.json,.json,H&E|HE|Visium|registration,True,False,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_pathology_endpoint_and_mapping_feasibility_gate/bioapp_phase1_readme.txt,.txt,HE|Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_pathology_endpoint_and_mapping_feasibility_gate/bioapp_phase1_risk_report.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_pathology_endpoint_and_mapping_feasibility_gate/bioapp_phase1_sample_matching_report.txt,.txt,HE|Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase1_pathology_endpoint_and_mapping_feasibility_gate/bioapp_phase1_summary.json,.json,Visium|registration,True,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2a_minimal_cta_to_spot_and_visium_coordinate_acquisition/bioapp_phase2a_golden_rules_v2_1_check.json,.json,HE|Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2a_minimal_cta_to_spot_and_visium_coordinate_acquisition/bioapp_phase2a_manual_download_or_access_request_plan.txt,.txt,HE|Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2a_minimal_cta_to_spot_and_visium_coordinate_acquisition/bioapp_phase2a_phase2_retry_readiness_report.txt,.txt,Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2a_minimal_cta_to_spot_and_visium_coordinate_acquisition/bioapp_phase2a_readme.txt,.txt,HE|Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2a_minimal_cta_to_spot_and_visium_coordinate_acquisition/bioapp_phase2a_restricted_file_access_report.txt,.txt,HE|Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2a_minimal_cta_to_spot_and_visium_coordinate_acquisition/bioapp_phase2a_summary.json,.json,Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/bioapp_phase2br2_cta_align_dry_run_report.txt,.txt,alignment,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/bioapp_phase2br2_cta_align_invocation_record.json,.json,HE|alignment,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/bioapp_phase2br2_cta_align_locale_patch_report.txt,.txt,HE|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/bioapp_phase2br2_cta_output_schema.csv,.csv,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/bioapp_phase2br2_cta_to_spot_mapping_sanity_check.csv,.csv,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/bioapp_phase2br2_cta_to_spot_mapping_sanity_report.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/bioapp_phase2br2_explicit_r_runtime_check.json,.json,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/bioapp_phase2br2_explicit_r_runtime_check.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/bioapp_phase2br2_golden_rules_v2_1_check.json,.json,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/bioapp_phase2br2_readme.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/bioapp_phase2br2_r_package_check.csv,.csv,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/bioapp_phase2br2_r_package_check.txt,.txt,HE|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/bioapp_phase2br2_summary.json,.json,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/cta_align_locale_safe_wrapper.R,.r,HE|alignment,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/phase2br2_package_check.R,.r,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/phase2br2_runtime_check.R,.r,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run/phase2br2_st_inventory.R,.r,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br_r_seurat_runtime_resolution_and_cta_align_dry_run/bioapp_phase2br_cta_align_dry_run_report.txt,.txt,alignment,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br_r_seurat_runtime_resolution_and_cta_align_dry_run/bioapp_phase2br_golden_rules_v2_1_check.json,.json,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br_r_seurat_runtime_resolution_and_cta_align_dry_run/bioapp_phase2br_r_environment_repair_plan.txt,.txt,HE|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br_r_seurat_runtime_resolution_and_cta_align_dry_run/bioapp_phase2br_r_package_check.csv,.csv,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br_r_seurat_runtime_resolution_and_cta_align_dry_run/bioapp_phase2br_r_package_check.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br_r_seurat_runtime_resolution_and_cta_align_dry_run/bioapp_phase2br_r_runtime_check.json,.json,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br_r_seurat_runtime_resolution_and_cta_align_dry_run/bioapp_phase2br_r_runtime_check.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2br_r_seurat_runtime_resolution_and_cta_align_dry_run/bioapp_phase2br_st_data_object_inventory.txt,.txt,matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2b_example_cta_endpoint_freeze_test/bioapp_phase2b_cta_align_runtime_report.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2b_example_cta_endpoint_freeze_test/bioapp_phase2b_cta_output_schema.csv,.csv,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2b_example_cta_endpoint_freeze_test/bioapp_phase2b_golden_rules_v2_1_check.json,.json,HE|Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2b_example_cta_endpoint_freeze_test/bioapp_phase2b_readme.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2b_example_cta_endpoint_freeze_test/bioapp_phase2b_st_data_coordinate_report.txt,.txt,HE|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2b_example_cta_endpoint_freeze_test/bioapp_phase2b_st_data_object_inventory.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2b_example_cta_endpoint_freeze_test/bioapp_phase2b_summary.json,.json,Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/bioapp_phase2c_endpoint_freeze_summary.json,.json,HE|Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/bioapp_phase2c_golden_rules_v2_1_check.json,.json,HE|registered,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/decision.txt,.txt,HE|Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/README.md,.md,HE|Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2_cta_endpoint_spatial_registration_and_endpoint_freeze/bioapp_phase2_cta_endpoint_provenance_report.txt,.txt,H&E|HE|Visium,False,False,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2_cta_endpoint_spatial_registration_and_endpoint_freeze/bioapp_phase2_endpoint_definition.json,.json,H&E|Visium|alignment,False,False,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2_cta_endpoint_spatial_registration_and_endpoint_freeze/bioapp_phase2_endpoint_freeze_manifest.json,.json,Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2_cta_endpoint_spatial_registration_and_endpoint_freeze/bioapp_phase2_endpoint_freeze_report.txt,.txt,Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2_cta_endpoint_spatial_registration_and_endpoint_freeze/bioapp_phase2_golden_rules_v2_1_check.json,.json,HE|Visium|registration,True,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2_cta_endpoint_spatial_registration_and_endpoint_freeze/bioapp_phase2_readme.txt,.txt,HE|Visium|registration,True,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2_cta_endpoint_spatial_registration_and_endpoint_freeze/bioapp_phase2_sample_barcode_matching_report.txt,.txt,Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase2_cta_endpoint_spatial_registration_and_endpoint_freeze/bioapp_phase2_summary.json,.json,Visium|registration,True,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/baseline_command_dry_plan_phase3r.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/bioapp_phase3r_golden_rules_v2_1_check.json,.json,HE|registered,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/bioapp_phase3r_review_resolution_summary.json,.json,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/control_strategy_resolution.json,.json,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/control_strategy_resolution.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/cytospace_input_manifest.json,.json,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/decision.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/formal_gene_intersection.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/immune_all_dropout_design.json,.json,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/nonimmune_all_dropout_control_design.json,.json,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/phase3r_export_st_expression_from_rdata.R,.r,HE|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/random_all_cell_size_matched_control_dry_design.json,.json,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/README.md,.md,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/reference_gene_list.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/st_gene_list_full_2248.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility/st_only_genes.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_phase3_reference_audit_and_formal_baseline_feasibility_for_cta_endpoint/baseline_command_dry_plan.txt,.txt,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
