check_id	manuscript_fact_group	manuscript_fact	manifest_record_id	manifest_value	match_status	severity	recommended_action	evidence_paths
REC074	C cell-resolution MERSCOPE	MERS02_COLON.redistribution_permission = UNRESOLVED	MERS02_COLON	UNRESOLVED	MATCH_WITH_QUALIFIED_WORDING	INFORMATIONAL	Retain qualified wording and blank/UNRESOLVED field.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC075	C cell-resolution MERSCOPE	MERS03_LUNG.resource = Vizgen MERFISH FFPE Human Immuno-oncology Data Set	MERS03_LUNG	Vizgen MERFISH FFPE Human Immuno-oncology Data Set	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC076	C cell-resolution MERSCOPE	MERS03_LUNG.release_date = May 2022	MERS03_LUNG	May 2022	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC077	C cell-resolution MERSCOPE	MERS03_LUNG.platform = MERSCOPE / MERFISH	MERS03_LUNG	MERSCOPE / MERFISH	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC078	C cell-resolution MERSCOPE	MERS03_LUNG.target_gene_count = 500	MERS03_LUNG	500	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC079	C cell-resolution MERSCOPE	MERS03_LUNG.blank_control_count = 50	MERS03_LUNG	50	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC080	C cell-resolution MERSCOPE	MERS03_LUNG.formal_dataset_identifier = HumanLungCancerPatient1	MERS03_LUNG	HumanLungCancerPatient1	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC081	C cell-resolution MERSCOPE	MERS03_LUNG.spatial_and_reference_same_release = true	MERS03_LUNG	true	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC082	C cell-resolution MERSCOPE	MERS03_LUNG.spatial_reference_cell_id_overlap = 0	MERS03_LUNG	0	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC083	C cell-resolution MERSCOPE	MERS03_LUNG.independent_scrna_reference_used = false	MERS03_LUNG	false	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC084	C cell-resolution MERSCOPE	MERS03_LUNG.spatial_representation = one-cell pseudo-spots	MERS03_LUNG	one-cell pseudo-spots	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC085	C cell-resolution MERSCOPE	MERS03_LUNG.provider_checksum = UNRESOLVED	MERS03_LUNG	UNRESOLVED	MATCH_WITH_QUALIFIED_WORDING	INFORMATIONAL	Retain qualified wording and blank/UNRESOLVED field.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC086	C cell-resolution MERSCOPE	MERS03_LUNG.redistribution_permission = UNRESOLVED	MERS03_LUNG	UNRESOLVED	MATCH_WITH_QUALIFIED_WORDING	INFORMATIONAL	Retain qualified wording and blank/UNRESOLVED field.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC087	C cell-resolution MERSCOPE	MERS04_MELANOMA1.resource = Vizgen MERFISH FFPE Human Immuno-oncology Data Set	MERS04_MELANOMA1	Vizgen MERFISH FFPE Human Immuno-oncology Data Set	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC088	C cell-resolution MERSCOPE	MERS04_MELANOMA1.release_date = May 2022	MERS04_MELANOMA1	May 2022	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC089	C cell-resolution MERSCOPE	MERS04_MELANOMA1.platform = MERSCOPE / MERFISH	MERS04_MELANOMA1	MERSCOPE / MERFISH	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC090	C cell-resolution MERSCOPE	MERS04_MELANOMA1.target_gene_count = 500	MERS04_MELANOMA1	500	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC091	C cell-resolution MERSCOPE	MERS04_MELANOMA1.blank_control_count = 50	MERS04_MELANOMA1	50	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC092	C cell-resolution MERSCOPE	MERS04_MELANOMA1.formal_dataset_identifier = HumanMelanomaPatient1	MERS04_MELANOMA1	HumanMelanomaPatient1	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC093	C cell-resolution MERSCOPE	MERS04_MELANOMA1.spatial_and_reference_same_release = true	MERS04_MELANOMA1	true	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC094	C cell-resolution MERSCOPE	MERS04_MELANOMA1.spatial_reference_cell_id_overlap = 0	MERS04_MELANOMA1	0	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC095	C cell-resolution MERSCOPE	MERS04_MELANOMA1.independent_scrna_reference_used = false	MERS04_MELANOMA1	false	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC096	C cell-resolution MERSCOPE	MERS04_MELANOMA1.spatial_representation = one-cell pseudo-spots	MERS04_MELANOMA1	one-cell pseudo-spots	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC097	C cell-resolution MERSCOPE	MERS04_MELANOMA1.provider_checksum = UNRESOLVED	MERS04_MELANOMA1	UNRESOLVED	MATCH_WITH_QUALIFIED_WORDING	INFORMATIONAL	Retain qualified wording and blank/UNRESOLVED field.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC098	C cell-resolution MERSCOPE	MERS04_MELANOMA1.redistribution_permission = UNRESOLVED	MERS04_MELANOMA1	UNRESOLVED	MATCH_WITH_QUALIFIED_WORDING	INFORMATIONAL	Retain qualified wording and blank/UNRESOLVED field.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC099	C cell-resolution MERSCOPE	MERS05_MELANOMA2.resource = Vizgen MERFISH FFPE Human Immuno-oncology Data Set	MERS05_MELANOMA2	Vizgen MERFISH FFPE Human Immuno-oncology Data Set	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC100	C cell-resolution MERSCOPE	MERS05_MELANOMA2.release_date = May 2022	MERS05_MELANOMA2	May 2022	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC101	C cell-resolution MERSCOPE	MERS05_MELANOMA2.platform = MERSCOPE / MERFISH	MERS05_MELANOMA2	MERSCOPE / MERFISH	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC102	C cell-resolution MERSCOPE	MERS05_MELANOMA2.target_gene_count = 500	MERS05_MELANOMA2	500	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC103	C cell-resolution MERSCOPE	MERS05_MELANOMA2.blank_control_count = 50	MERS05_MELANOMA2	50	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC104	C cell-resolution MERSCOPE	MERS05_MELANOMA2.formal_dataset_identifier = HumanMelanomaPatient2	MERS05_MELANOMA2	HumanMelanomaPatient2	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC105	C cell-resolution MERSCOPE	MERS05_MELANOMA2.spatial_and_reference_same_release = true	MERS05_MELANOMA2	true	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC106	C cell-resolution MERSCOPE	MERS05_MELANOMA2.spatial_reference_cell_id_overlap = 0	MERS05_MELANOMA2	0	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC107	C cell-resolution MERSCOPE	MERS05_MELANOMA2.independent_scrna_reference_used = false	MERS05_MELANOMA2	false	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC108	C cell-resolution MERSCOPE	MERS05_MELANOMA2.spatial_representation = one-cell pseudo-spots	MERS05_MELANOMA2	one-cell pseudo-spots	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC109	C cell-resolution MERSCOPE	MERS05_MELANOMA2.provider_checksum = UNRESOLVED	MERS05_MELANOMA2	UNRESOLVED	MATCH_WITH_QUALIFIED_WORDING	INFORMATIONAL	Retain qualified wording and blank/UNRESOLVED field.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC110	C cell-resolution MERSCOPE	MERS05_MELANOMA2.redistribution_permission = UNRESOLVED	MERS05_MELANOMA2	UNRESOLVED	MATCH_WITH_QUALIFIED_WORDING	INFORMATIONAL	Retain qualified wording and blank/UNRESOLVED field.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv
REC111	D real reference-dropout experiments	RD01_EMBRYO_ENDODERM.spatial_resource = public 10x CytAssist mouse-embryo FFPE section	RD01_EMBRYO_ENDODERM	public 10x CytAssist mouse-embryo FFPE section	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC112	D real reference-dropout experiments	RD01_EMBRYO_ENDODERM.slide = V52Y09-019	RD01_EMBRYO_ENDODERM	V52Y09-019	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC113	D real reference-dropout experiments	RD01_EMBRYO_ENDODERM.capture_area = B	RD01_EMBRYO_ENDODERM	B	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC114	D real reference-dropout experiments	RD01_EMBRYO_ENDODERM.reference_resource = combined Pijuan-Sala and Mittnenzweig reference	RD01_EMBRYO_ENDODERM	combined Pijuan-Sala and Mittnenzweig reference	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC115	D real reference-dropout experiments	RD01_EMBRYO_ENDODERM.dropout_target = Endoderm/Gut	RD01_EMBRYO_ENDODERM	Endoderm/Gut	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC116	D real reference-dropout experiments	RD02_EMBRYO_ERYTHROID.spatial_resource = public 10x CytAssist mouse-embryo FFPE section	RD02_EMBRYO_ERYTHROID	public 10x CytAssist mouse-embryo FFPE section	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC117	D real reference-dropout experiments	RD02_EMBRYO_ERYTHROID.slide = V52Y09-019	RD02_EMBRYO_ERYTHROID	V52Y09-019	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC118	D real reference-dropout experiments	RD02_EMBRYO_ERYTHROID.capture_area = B	RD02_EMBRYO_ERYTHROID	B	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC119	D real reference-dropout experiments	RD02_EMBRYO_ERYTHROID.reference_resource = combined Pijuan-Sala and Mittnenzweig reference	RD02_EMBRYO_ERYTHROID	combined Pijuan-Sala and Mittnenzweig reference	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC120	D real reference-dropout experiments	RD02_EMBRYO_ERYTHROID.dropout_target = Erythroid	RD02_EMBRYO_ERYTHROID	Erythroid	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC121	D real reference-dropout experiments	RD03_TNBC_PLASMA.reference_resource = Wu breast-cancer atlas	RD03_TNBC_PLASMA	Wu breast-cancer atlas	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv
REC122	D real reference-dropout experiments	RD03_TNBC_PLASMA.reference_accession = GSE176078	RD03_TNBC_PLASMA	GSE176078	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv
REC123	D real reference-dropout experiments	RD03_TNBC_PLASMA.setting = fresh-frozen TNBC section CID4465	RD03_TNBC_PLASMA	fresh-frozen TNBC section CID4465	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv
REC124	D real reference-dropout experiments	RD03_TNBC_PLASMA.slide = UNRESOLVED	RD03_TNBC_PLASMA	UNRESOLVED	MATCH_WITH_QUALIFIED_WORDING	INFORMATIONAL	Retain qualified wording and blank/UNRESOLVED field.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv
REC125	D real reference-dropout experiments	RD03_TNBC_PLASMA.capture_area = UNRESOLVED	RD03_TNBC_PLASMA	UNRESOLVED	MATCH_WITH_QUALIFIED_WORDING	INFORMATIONAL	Retain qualified wording and blank/UNRESOLVED field.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv
REC126	D real reference-dropout experiments	RD05_BRCA_FFPE_PLASMA.reference_resource = Wu breast-cancer atlas	RD05_BRCA_FFPE_PLASMA	Wu breast-cancer atlas	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC127	D real reference-dropout experiments	RD05_BRCA_FFPE_PLASMA.reference_accession = GSE176078	RD05_BRCA_FFPE_PLASMA	GSE176078	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC128	D real reference-dropout experiments	RD05_BRCA_FFPE_PLASMA.setting = FFPE breast-cancer section V11J26-008 / B1	RD05_BRCA_FFPE_PLASMA	FFPE breast-cancer section V11J26-008 / B1	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC129	D real reference-dropout experiments	RD06_BRCA_FFPE_EPITHELIAL.reference_resource = Wu breast-cancer atlas	RD06_BRCA_FFPE_EPITHELIAL	Wu breast-cancer atlas	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC130	D real reference-dropout experiments	RD06_BRCA_FFPE_EPITHELIAL.reference_accession = GSE176078	RD06_BRCA_FFPE_EPITHELIAL	GSE176078	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC131	D real reference-dropout experiments	RD06_BRCA_FFPE_EPITHELIAL.setting = FFPE breast-cancer section V11J26-008 / B1	RD06_BRCA_FFPE_EPITHELIAL	FFPE breast-cancer section V11J26-008 / B1	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC132	D real reference-dropout experiments	RD04_CRC_B.spatial_resource = public 10x colorectal spatial section	RD04_CRC_B	public 10x colorectal spatial section	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv
REC133	D real reference-dropout experiments	RD04_CRC_B.slide = V10A13-206	RD04_CRC_B	V10A13-206	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv
REC134	D real reference-dropout experiments	RD04_CRC_B.capture_area = C1	RD04_CRC_B	C1	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv
REC135	D real reference-dropout experiments	RD04_CRC_B.assay = Spatial Gene Expression 3' v1	RD04_CRC_B	Spatial Gene Expression 3' v1	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv
REC136	D real reference-dropout experiments	RD04_CRC_B.processing = Space Ranger 1.2.0	RD04_CRC_B	Space Ranger 1.2.0	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv
REC137	D real reference-dropout experiments	RD04_CRC_B.reference_resource = Lee colorectal-cancer single-cell reference	RD04_CRC_B	Lee colorectal-cancer single-cell reference	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv
REC138	D real reference-dropout experiments	RD04_CRC_B.reference_accession = GSE132465	RD04_CRC_B	GSE132465	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv
REC139	D real reference-dropout experiments	THAL01_ST8059051.formal_spatial_sample = ST8059051	THAL01_ST8059051	ST8059051	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC140	D real reference-dropout experiments	THAL01_ST8059051.resource_label = Visium-29B	THAL01_ST8059051	Visium-29B	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC141	D real reference-dropout experiments	THAL01_ST8059051.slide = C05717-021	THAL01_ST8059051	C05717-021	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC142	D real reference-dropout experiments	THAL01_ST8059051.capture_area = B1	THAL01_ST8059051	B1	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC143	D real reference-dropout experiments	THAL01_ST8059051.spatial_accession = E-MTAB-11114	THAL01_ST8059051	E-MTAB-11114	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC144	D real reference-dropout experiments	THAL01_ST8059051.reference_accession = E-MTAB-11115	THAL01_ST8059051	E-MTAB-11115	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
REC145	D real reference-dropout experiments	THAL01_ST8059051.counted_in_six_setting_summary = false	THAL01_ST8059051	false	MATCH	INFORMATIONAL	No change.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
